words,1,2,3,dop,l_en,r_en,score,diff_en,raw_words,nomatch
一星都不想给,1.6156707e-06,0.0017077639999999999,1057.0000220946424,,,,,,,
垃圾垃圾垃圾,2.5003104e-07,0.00021811554,872.3538759273563,,,,,,,
一点都不好用,1.6156707e-06,0.001202059,743.999974105642,,,,,,,
谁买谁上当,6.250776e-07,0.00043784676,700.4678678569991,,,,,,,
一颗星都不想给,1.6156707e-06,0.0011196597,692.9999596104308,,,,,,,
包装不好,1.6156707e-06,0.0010243353,634.0000205466102,,,,,,,
第一次给差评,1.6156707e-06,0.00093547336,579.0000077401613,,,,,,,
包装太差了,1.6156707e-06,0.00093062635,576.0000090067332,,,,,,,
严重差评,1.6156707e-06,0.00091446965,566.0000132286393,,,,,,,
东西一般,1.6156707e-06,0.0008256077400000001,511.0000004221906,,,,,,,
必须差评,1.6156707e-06,0.00078683166,487.00001055476565,,,,,,,
不值这个价钱,1.6156707e-06,0.00077552197,480.00001351009996,,,,,,,
以后不会再买,1.6156707e-06,0.0007642122,472.99998043850127,,,,,,,
揣着激动的心情,1.2501552e-07,5.8164147e-05,465.2554179547208,,,,,,,
不知道有没有用,1.6156707e-06,0.0007238204700000001,447.9999909932668,,,,,,,
良心不会痛吗,1.2501552e-07,5.3317133e-05,426.48412100006993,,,,,,,
第一次差评,1.6156707e-06,0.00064465264,399.0000116806072,,,,,,,
建议大家不要买,1.6156707e-06,0.00063818996,395.00001336936964,,,,,,,
差的一次购物体验,1.6156707e-06,0.0006268802,387.9999802977712,,,,,,,
没有包装,1.6156707e-06,0.0006220332,384.9999815643429,,,,,,,
感觉是假的,1.6156707e-06,0.0006107235,377.9999845196773,,,,,,,
包装差,1.6156707e-06,0.0006107235,377.9999845196773,,,,,,,
物流很慢,1.6156707e-06,0.0006107235,377.9999845196773,,,,,,,
不送货上门,1.6156707e-06,0.0006010295,371.999987052821,,,,,,,
